Date,Open,High,Low,Close,Vol.,Change %
28-11-2013,11.05,11.1,10.9,11,9.10M,0.00%
29-11-2013,10.9,10.95,10.6,10.8,2.62M,-1.82%
02-12-2013,10.7,11,10.55,10.85,2.93M,0.46%
03-12-2013,10.95,11,10.75,10.8,9.11M,-0.46%
04-12-2013,10.75,10.85,10.55,10.75,12.50M,-0.46%
05-12-2013,10.7,10.7,10,10.35,24.09M,-3.72%
06-12-2013,10.4,10.5,10.2,10.35,16.08M,0.00%
09-12-2013,10.3,10.4,10.25,10.35,12.76M,0.00%
10-12-2013,10.25,10.35,10.1,10.2,23.97M,-1.45%
11-12-2013,10.2,10.2,9.9,10.05,26.98M,-1.47%
16-12-2013,9.9,10.1,9.6,10,15.65M,-0.50%
17-12-2013,9.9,10,9.7,9.85,22.46M,-1.50%
18-12-2013,9.9,10,9.85,9.95,15.35M,1.02%
19-12-2013,10,10.1,9.95,10,16.59M,0.50%
20-12-2013,10,10.15,10,10.05,8.71M,0.50%
23-12-2013,10.15,10.5,10.1,10.25,2.64M,1.99%
24-12-2013,10.4,11,10.4,10.85,2.99M,5.85%
27-12-2013,10.55,10.9,10.55,10.75,7.55M,-0.92%
30-12-2013,10.75,11,10.6,10.85,11.07M,0.93%
31-12-2013,10.95,10.95,10.8,10.85,2.46M,0.00%
02-01-2014,10.9,10.9,10.6,10.75,3.51M,-0.92%
03-01-2014,10.8,10.95,10.75,10.8,2.71M,0.47%
06-01-2014,10.9,11.15,10.8,11.05,9.52M,2.31%
07-01-2014,11,11.15,11,11.1,5.57M,0.45%
08-01-2014,11.1,11.65,11.1,11.35,6.69M,2.25%
09-01-2014,11.6,11.95,11.55,11.7,24.76M,3.08%
10-01-2014,11.8,11.95,11.45,11.75,33.43M,0.43%
13-01-2014,11.6,11.75,11.35,11.65,19.46M,-0.85%
14-01-2014,11.7,11.75,11.45,11.65,5.70M,0.00%
15-01-2014,11.7,11.75,11.35,11.7,8.77M,0.43%
16-01-2014,11.7,11.75,11.4,11.5,9.56M,-1.71%
17-01-2014,11.55,11.6,11.5,11.5,1.93M,0.00%
20-01-2014,11.5,11.8,11.4,11.7,7.60M,1.74%
21-01-2014,11.7,12,11.65,11.75,11.31M,0.43%
22-01-2014,11.75,12.1,11.75,12,10.58M,2.13%
23-01-2014,12,12.2,11.95,12.05,9.79M,0.42%
24-01-2014,12.2,12.8,12.2,12.45,16.04M,3.32%
27-01-2014,12.45,12.6,12.25,12.35,43.17M,-0.80%
28-01-2014,12.3,12.4,12,12.05,10.10M,-2.43%
29-01-2014,12.05,12.05,11.75,11.85,14.13M,-1.66%
30-01-2014,11.6,11.8,11.4,11.5,16.65M,-2.95%
31-01-2014,11.45,11.45,10.6,11,12.36M,-4.35%
03-02-2014,11,11.4,11,11.2,15.52M,1.82%
04-02-2014,11.35,11.5,11.3,11.35,6.65M,1.34%
05-02-2014,11.3,11.85,11.3,11.45,2.27M,0.88%
06-02-2014,11.5,12.05,11.5,11.95,28.88M,4.37%
07-02-2014,11.95,12,11.75,11.85,8.47M,-0.84%
10-02-2014,11.85,11.85,11.55,11.75,12.19M,-0.84%
11-02-2014,11.85,11.85,11.7,11.8,14.58M,0.43%
12-02-2014,11.75,11.95,11.75,11.8,5.42M,0.00%
13-02-2014,11.8,11.8,11.65,11.7,15.77M,-0.85%
14-02-2014,11.8,12,11.7,11.8,2.46M,0.85%
17-02-2014,11.8,11.85,11.5,11.65,9.36M,-1.27%
18-02-2014,11.65,11.65,11.45,11.55,6.68M,-0.86%
19-02-2014,11.6,11.6,11.35,11.4,10.00M,-1.30%
20-02-2014,11.4,11.5,11.3,11.4,15.92M,0.00%
21-02-2014,11.4,11.5,11.35,11.4,11.72M,0.00%
24-02-2014,11.35,11.5,11.35,11.45,9.23M,0.44%
25-02-2014,11.4,11.75,11.4,11.55,10.63M,0.87%
26-02-2014,11.65,11.75,11.55,11.65,6.33M,0.87%
27-02-2014,11.7,11.8,11.55,11.65,5.14M,0.00%
28-02-2014,11.75,11.8,11.65,11.7,19.98M,0.43%
03-03-2014,11.75,11.75,11.65,11.7,2.95M,0.00%
04-03-2014,11.7,11.8,11.7,11.7,5.00M,0.00%
05-03-2014,11.7,11.8,11.65,11.7,16.39M,0.00%
06-03-2014,11.7,11.9,11.7,11.8,27.45M,0.85%
07-03-2014,11.7,11.85,11.7,11.75,11.85M,-0.42%
10-03-2014,11.75,11.9,11.75,11.8,7.07M,0.43%
11-03-2014,11.75,11.9,11.75,11.8,5.71M,0.00%
12-03-2014,11.8,12.1,11.75,11.9,3.24M,0.85%
13-03-2014,12,12.6,12,12.35,12.73M,3.78%
14-03-2014,12.25,12.35,12,12.05,2.59M,-2.43%
17-03-2014,12.05,12.3,12,12.1,6.35M,0.41%
18-03-2014,12.15,12.3,12.1,12.2,11.64M,0.83%
19-03-2014,12.2,12.5,12.2,12.3,3.06M,0.82%
20-03-2014,12.35,12.6,12.3,12.5,27.55M,1.63%
21-03-2014,12.45,12.65,12.4,12.6,28.83M,0.80%
24-03-2014,12.6,12.7,12.1,12.35,8.57M,-1.98%
25-03-2014,12.3,12.6,12.15,12.35,3.44M,0.00%
26-03-2014,12.5,12.6,12.3,12.45,15.82M,0.81%
27-03-2014,12.3,12.4,12.1,12.35,3.50M,-0.80%
28-03-2014,12.3,12.35,12.25,12.3,15.32M,-0.40%
31-03-2014,12.35,12.4,12.3,12.35,12.78M,0.41%
01-04-2014,12.35,12.5,12.35,12.35,2.48M,0.00%
02-04-2014,12.4,12.5,12.35,12.4,3.47M,0.40%
03-04-2014,12.5,12.6,12.4,12.5,15.73M,0.81%
04-04-2014,12.4,12.5,12.35,12.4,2.40M,-0.80%
07-04-2014,12.45,12.6,12.35,12.45,18.91M,0.40%
08-04-2014,12.4,12.45,12.3,12.35,13.67M,-0.80%
09-04-2014,12.3,12.5,12.3,12.45,4.05M,0.81%
10-04-2014,12.4,13,12.4,12.75,7.22M,2.41%
11-04-2014,13,13,12.6,12.75,123.20M,0.00%
14-04-2014,12.75,13,12.7,12.85,22.42M,0.78%
15-04-2014,12.9,13.3,12.8,13.1,12.53M,1.95%
16-04-2014,13.15,13.4,13.1,13.2,11.28M,0.76%
17-04-2014,13.1,13.3,13.1,13.2,3.06M,0.00%
22-04-2014,13.2,13.3,13.1,13.2,11.64M,0.00%
23-04-2014,13.1,13.1,12.9,13,14.45M,-1.52%
24-04-2014,13,13.3,13,13.2,8.28M,1.54%
25-04-2014,13.15,13.2,13,13.05,28.50M,-1.14%
28-04-2014,13.05,13.1,13,13.05,4.09M,0.00%
29-04-2014,13.05,13.2,13,13.05,3.30M,0.00%
30-04-2014,13.1,13.2,13.1,13.1,69.20M,0.38%
02-05-2014,13.1,13.2,13.05,13.1,6.02M,0.00%
05-05-2014,13.05,13.1,12.85,13,13.78M,-0.76%
06-05-2014,13,13,12.7,12.8,28.68M,-1.54%
07-05-2014,12.8,13,12.75,12.9,17.36M,0.78%
08-05-2014,12.85,13,12.75,12.8,27.77M,-0.78%
09-05-2014,12.9,13.05,12.75,12.85,36.35M,0.39%
12-05-2014,12.8,13,12.8,12.9,4.14M,0.39%
13-05-2014,13,13.1,12.75,12.85,11.95M,-0.39%
14-05-2014,12.9,12.9,12.1,12.6,12.96M,-1.95%
15-05-2014,12.65,12.7,12.5,12.6,21.42M,0.00%
16-05-2014,12.7,13.2,12.65,12.85,57.81M,1.98%
19-05-2014,13,13.1,12.9,13,3.51M,1.17%
20-05-2014,13,13.1,12.95,13.05,12.05M,0.38%
21-05-2014,13,13.2,13,13.05,55.25M,0.00%
22-05-2014,13.05,13.1,12.85,13,6.09M,-0.38%
23-05-2014,12.85,13.05,12.75,12.95,2.74M,-0.38%
26-05-2014,13,13.05,13,13,2.21M,0.39%
27-05-2014,13,13.05,12.95,13,17.52M,0.00%
28-05-2014,12.95,13,12.9,12.95,23.77M,-0.38%
29-05-2014,12.95,13.05,12.9,13,29.63M,0.39%
30-05-2014,13,13.1,12.9,12.95,16.31M,-0.38%
03-06-2014,12.95,12.95,12.7,12.8,44.05M,-1.16%
04-06-2014,12.8,12.9,12.8,12.8,19.83M,0.00%
05-06-2014,12.95,12.95,12.8,12.8,31.26M,0.00%
06-06-2014,12.8,12.95,12.8,12.8,1.60M,0.00%
09-06-2014,12.8,12.95,12.8,12.85,16.15M,0.39%
10-06-2014,12.8,12.9,12.8,12.85,19.40M,0.00%
11-06-2014,12.8,13.05,12.8,12.9,11.00M,0.39%
12-06-2014,12.9,13,12.85,12.95,15.64M,0.39%
13-06-2014,12.95,13,12.85,12.9,4.04M,-0.39%
16-06-2014,12.9,12.95,12.8,12.85,1.41M,-0.39%
17-06-2014,12.8,12.9,12.8,12.85,14.53M,0.00%
18-06-2014,12.85,12.9,12.7,12.8,44.46M,-0.39%
19-06-2014,12.8,12.85,12.55,12.8,8.81M,0.00%
20-06-2014,12.8,12.9,12.75,12.8,16.25M,0.00%
23-06-2014,12.8,12.85,12.75,12.8,8.83M,0.00%
24-06-2014,12.8,12.8,12.5,12.65,19.78M,-1.17%
25-06-2014,12.6,12.7,12,12.55,17.58M,-0.79%
26-06-2014,12.2,12.5,12.2,12.4,24.17M,-1.20%
27-06-2014,12.35,12.55,12.35,12.45,22.86M,0.40%
30-06-2014,12.5,12.6,12.45,12.45,6.48M,0.00%
01-07-2014,12.5,13,12.5,12.65,17.98M,1.61%
02-07-2014,12.7,13.05,12.55,12.95,17.91M,2.37%
03-07-2014,12.65,12.8,12.55,12.75,1.59M,-1.54%
04-07-2014,12.7,12.8,12.65,12.7,1.79M,-0.39%
07-07-2014,12.75,12.9,12.7,12.75,24.37M,0.39%
08-07-2014,12.75,12.95,12.7,12.75,67.82M,0.00%
09-07-2014,12.75,12.85,12.65,12.7,6.32M,-0.39%
10-07-2014,12.75,12.75,12.5,12.55,10.89M,-1.18%
11-07-2014,12.6,12.6,12.2,12.4,2.34M,-1.20%
14-07-2014,12.45,12.5,12.3,12.35,11.88M,-0.40%
15-07-2014,12.4,12.45,12.3,12.3,8.04M,-0.40%
16-07-2014,12.3,12.35,12.1,12.15,12.25M,-1.22%
17-07-2014,12.2,12.2,12,12.05,24.87M,-0.82%
18-07-2014,12.05,12.25,12.05,12.1,15.45M,0.41%
21-07-2014,12.1,12.15,11.85,12,26.14M,-0.83%
22-07-2014,11.9,12.05,11.75,11.95,19.82M,-0.42%
23-07-2014,12,12.1,12,12.05,9.10M,0.84%
24-07-2014,12,12.1,12,12,4.18M,-0.41%
25-07-2014,12,12.35,12,12.2,24.48M,1.67%
28-07-2014,12.3,12.3,11.9,12,4.54M,-1.64%
30-07-2014,12,12.1,11.95,12.05,10.49M,0.42%
31-07-2014,12.05,12.4,12.05,12.2,5.11M,1.24%
01-08-2014,12.25,12.6,12.25,12.45,6.18M,2.05%
04-08-2014,12.6,12.7,12.45,12.5,4.69M,0.40%
05-08-2014,12.5,13,12.5,12.6,22.65M,0.80%
06-08-2014,12.6,13,12.6,12.95,11.49M,2.78%
07-08-2014,12.9,12.95,12.5,12.9,16.41M,-0.39%
08-08-2014,12.7,12.9,12.55,12.8,5.82M,-0.78%
11-08-2014,12.6,12.85,12.6,12.75,3.69M,-0.39%
12-08-2014,12.6,12.95,12.6,12.8,4.41M,0.39%
13-08-2014,12.8,12.85,12.65,12.75,2.96M,-0.39%
14-08-2014,12.75,12.9,12.65,12.8,7.31M,0.39%
15-08-2014,12.8,12.8,12.65,12.7,1.02M,-0.78%
18-08-2014,12.7,12.85,12.7,12.75,26.88M,0.39%
19-08-2014,12.7,12.8,12.65,12.75,9.19M,0.00%
20-08-2014,12.75,12.9,12.75,12.8,7.31M,0.39%
21-08-2014,12.75,12.85,12.75,12.75,20.90M,-0.39%
22-08-2014,12.75,12.8,12.7,12.75,30.16M,0.00%
25-08-2014,12.75,12.8,12.7,12.75,2.58M,0.00%
26-08-2014,12.75,12.8,12.75,12.75,1.72M,0.00%
27-08-2014,12.75,12.85,12.7,12.75,30.99M,0.00%
28-08-2014,12.75,12.85,12.7,12.75,1.98M,0.00%
29-08-2014,12.75,13.05,12.75,12.95,13.57M,1.57%
01-09-2014,13.1,13.3,12.95,13.15,2.74M,1.54%
02-09-2014,13.05,13.4,13,13.2,8.68M,0.38%
03-09-2014,13.2,13.5,13.2,13.4,12.30M,1.52%
04-09-2014,13.4,13.4,13.1,13.2,6.15M,-1.49%
05-09-2014,13.15,13.35,13.1,13.2,1.14M,0.00%
08-09-2014,13.2,13.35,13.2,13.25,3.96M,0.38%
09-09-2014,13.3,13.3,13.2,13.25,10.16M,0.00%
10-09-2014,13.25,13.25,13,13.15,13.20M,-0.75%
11-09-2014,13.05,13.15,12.85,12.95,10.95M,-1.52%
12-09-2014,12.5,13,12.5,12.9,12.28M,-0.39%
15-09-2014,12.9,13,12.85,12.9,16.07M,0.00%
16-09-2014,12.95,12.95,12.8,12.85,15.42M,-0.39%
17-09-2014,12.8,12.8,12.15,12.5,30.42M,-2.72%
18-09-2014,12.5,12.7,12.5,12.6,6.21M,0.80%
19-09-2014,12.6,12.7,12.5,12.6,30.92M,0.00%
22-09-2014,12.55,12.65,12.5,12.6,28.53M,0.00%
23-09-2014,12.6,12.65,12.5,12.55,9.41M,-0.40%
24-09-2014,12.6,12.65,12.5,12.55,9.58M,0.00%
25-09-2014,12.55,12.65,12.55,12.6,5.59M,0.40%
26-09-2014,12.65,12.75,12.6,12.7,12.57M,0.79%
29-09-2014,12.7,13.05,12.65,12.85,7.49M,1.18%
30-09-2014,12.8,13,12.75,12.9,11.74M,0.39%
01-10-2014,12.95,13,12.8,12.95,4.43M,0.39%
02-10-2014,12.95,12.95,12.75,12.75,5.93M,-1.54%
03-10-2014,12.75,12.85,12,12.7,4.37M,-0.39%
06-10-2014,12.9,12.9,12.6,12.65,834.10K,-0.39%
07-10-2014,12.7,12.9,12.6,12.75,3.25M,0.79%
08-10-2014,12.8,13,12.7,12.85,2.55M,0.78%
09-10-2014,12.9,12.95,12.75,12.85,6.91M,0.00%
10-10-2014,12.8,12.85,12.75,12.8,6.56M,-0.39%
13-10-2014,12.75,12.8,12.7,12.75,12.04M,-0.39%
14-10-2014,12.75,12.75,12.65,12.65,6.84M,-0.78%
15-10-2014,12.8,12.8,12.5,12.55,1.78M,-0.79%
16-10-2014,12.55,12.6,12.5,12.5,5.60M,-0.40%
17-10-2014,12.5,12.5,12,12.15,3.33M,-2.80%
21-10-2014,12,12.5,11.85,12.15,13.73M,0.00%
22-10-2014,12.4,12.55,12.3,12.45,5.35M,2.47%
23-10-2014,12.5,12.6,12.5,12.55,10.69M,0.80%
24-10-2014,12.45,12.5,12.05,12.25,2.79M,-2.39%
27-10-2014,12.3,12.5,12.15,12.2,4.55M,-0.41%
28-10-2014,12.05,12.2,12.05,12.1,11.88M,-0.82%
29-10-2014,12.1,12.3,12.1,12.15,8.94M,0.41%
30-10-2014,12.2,12.25,12.1,12.15,6.57M,0.00%
31-10-2014,12.1,12.3,12.1,12.15,6.24M,0.00%
03-11-2014,12.15,12.3,12.15,12.2,7.19M,0.41%
04-11-2014,12.2,12.25,12.15,12.2,4.15M,0.00%
05-11-2014,12.25,13,12.2,12.7,14.62M,4.10%
06-11-2014,12.2,13,12.2,12.8,25.78M,0.79%
07-11-2014,12.7,13.1,12.7,12.95,17.54M,1.17%
10-11-2014,12.9,13.05,12.45,12.95,9.21M,0.00%
11-11-2014,12.8,13.05,12.75,13,3.31M,0.39%
12-11-2014,13,13.55,12.8,13.35,24.90M,2.69%
13-11-2014,13.5,13.75,13,13.55,6.79M,1.50%
14-11-2014,13.5,13.85,13.3,13.7,6.00M,1.11%
17-11-2014,13.6,13.85,13.5,13.75,1.22M,0.36%
18-11-2014,13.75,13.85,13.6,13.75,4.21M,0.00%
19-11-2014,13.8,13.85,13.55,13.7,14.86M,-0.36%
20-11-2014,13.55,13.7,13.55,13.65,110.58M,-0.36%
21-11-2014,13.6,13.65,13.5,13.6,12.54M,-0.37%
24-11-2014,13.5,13.65,13,13.45,1.39M,-1.10%
25-11-2014,13.45,13.65,13.2,13.55,17.66M,0.74%
26-11-2014,13.6,13.95,13.3,13.8,12.09M,1.85%
27-11-2014,13.75,14,13.6,13.9,7.15M,0.72%
28-11-2014,13.95,13.95,13.7,13.8,12.07M,-0.72%
01-12-2014,14,14,13.8,13.9,6.08M,0.72%
02-12-2014,13.8,14,13.8,13.95,8.61M,0.36%
03-12-2014,13.95,14.65,13.95,14.2,20.75M,1.79%
04-12-2014,14.35,14.7,14.1,14.55,4.82M,2.46%
05-12-2014,14.6,14.95,14.6,14.8,5.34M,1.72%
08-12-2014,14.75,15.15,14.7,15,36.78M,1.35%
09-12-2014,15.1,15.15,14.9,15,22.23M,0.00%
10-12-2014,15,15,14.3,14.65,9.36M,-2.33%
11-12-2014,14.5,14.65,14,14.05,18.90M,-4.10%
15-12-2014,14.05,14.5,13.75,13.95,13.57M,-0.71%
16-12-2014,13.95,14.05,13.8,13.9,45.89M,-0.36%
17-12-2014,13.9,13.95,13.3,13.4,32.76M,-3.60%
18-12-2014,13.85,13.85,13.25,13.35,6.32M,-0.37%
19-12-2014,13.4,13.7,13.3,13.5,24.44M,1.12%
22-12-2014,13.4,13.6,13.35,13.45,10.43M,-0.37%
23-12-2014,13.45,14.05,13.45,13.9,6.46M,3.35%
24-12-2014,13.8,14.1,13.8,14,4.56M,0.72%
29-12-2014,14,14.2,14,14.05,19.25M,0.36%
30-12-2014,14.1,14.25,14,14.1,15.52M,0.36%
31-12-2014,14.15,14.15,14,14.05,7.61M,-0.35%
02-01-2015,14.1,14.5,14.05,14.15,8.65M,0.71%
05-01-2015,14.15,14.3,14,14.05,2.56M,-0.71%
06-01-2015,14,14.1,13.8,13.9,11.81M,-1.07%
07-01-2015,14,14,13.8,13.9,5.02M,0.00%
08-01-2015,13.85,13.9,13.6,13.75,3.75M,-1.08%
09-01-2015,13.7,13.85,13,13.75,2.16M,0.00%
12-01-2015,13.75,14.05,13.75,13.85,2.37M,0.73%
13-01-2015,14.05,15,14,14.7,1.35M,6.14%
14-01-2015,14.2,15,14.2,14.85,10.80M,1.02%
15-01-2015,14.8,14.85,14.5,14.6,9.22M,-1.68%
16-01-2015,14.6,14.9,14.5,14.85,5.72M,1.71%
19-01-2015,14.85,14.85,14.35,14.55,1.59M,-2.02%
20-01-2015,14.5,14.5,13.9,13.95,14.47M,-4.12%
21-01-2015,14.85,14.85,14.1,14.2,7.50M,1.79%
22-01-2015,14.2,14.5,14.1,14.2,3.67M,0.00%
23-01-2015,14.3,14.3,14.1,14.15,14.17M,-0.35%
26-01-2015,14.2,14.2,14,14,7.05M,-1.06%
27-01-2015,14,14.2,14,14.1,5.27M,0.71%
28-01-2015,14.15,14.3,14.1,14.15,8.61M,0.35%
29-01-2015,14.15,14.2,14.1,14.1,7.36M,-0.35%
30-01-2015,14.1,14.25,14.1,14.15,9.10M,0.35%
02-02-2015,14.1,14.3,14.1,14.25,14.71M,0.71%
03-02-2015,14.25,14.5,14.2,14.3,1.89M,0.35%
04-02-2015,14.3,14.75,14.3,14.45,2.27M,1.05%
05-02-2015,14.6,14.75,14.45,14.55,8.38M,0.69%
06-02-2015,14.45,14.7,14.45,14.55,5.47M,0.00%
09-02-2015,14.5,15,14.5,14.8,13.76M,1.72%
10-02-2015,14.8,14.95,14.5,14.8,11.69M,0.00%
11-02-2015,14.8,14.95,14.6,14.85,12.59M,0.34%
12-02-2015,14.85,14.9,14.5,14.75,10.56M,-0.67%
13-02-2015,14.85,14.95,14.85,14.85,25.00M,0.68%
16-02-2015,14.8,14.95,14.8,14.85,1.32M,0.00%
17-02-2015,14.85,14.9,14.8,14.85,3.23M,0.00%
18-02-2015,14.85,15.1,14.85,14.95,6.54M,0.67%
19-02-2015,15,15.3,15,15.15,3.82M,1.34%
20-02-2015,15.15,15.5,15.15,15.35,5.61M,1.32%
23-02-2015,15.35,15.7,15.35,15.45,4.37M,0.65%
24-02-2015,15.55,15.95,15.55,15.7,6.85M,1.62%
25-02-2015,15.8,16,15.7,15.9,33.86M,1.27%
26-02-2015,16,16,15.6,15.75,5.68M,-0.94%
27-02-2015,15.75,15.9,15.75,15.8,9.11M,0.32%
02-03-2015,15.85,16,15.25,15.65,5.21M,-0.95%
03-03-2015,15.45,15.65,15.3,15.4,30.44M,-1.60%
04-03-2015,15.4,16,15.35,15.45,22.04M,0.32%
05-03-2015,15.65,15.8,15.55,15.7,3.84M,1.62%
06-03-2015,15.7,15.95,15.6,15.8,5.83M,0.64%
09-03-2015,15.7,15.8,15.4,15.55,6.60M,-1.58%
10-03-2015,15.55,15.85,15.55,15.75,8.94M,1.29%
11-03-2015,15.75,16,15.75,15.85,3.25M,0.63%
12-03-2015,15.95,16,15.8,15.95,9.55M,0.63%
13-03-2015,15.9,16,15.5,15.8,6.92M,-0.94%
16-03-2015,15.75,15.8,15.6,15.65,11.98M,-0.95%
17-03-2015,15.7,15.75,15,15.6,6.76M,-0.32%
18-03-2015,15.65,15.9,15.65,15.75,6.76M,0.96%
19-03-2015,15.75,15.95,15.75,15.9,4.48M,0.95%
20-03-2015,15.85,15.95,15.8,15.85,5.86M,-0.31%
23-03-2015,15.85,16,15.85,15.9,4.80M,0.32%
24-03-2015,15.95,16.1,15.95,16,6.65M,0.63%
25-03-2015,16,16.25,16,16.1,3.17M,0.63%
26-03-2015,16.1,17,16.1,16.45,20.19M,2.17%
27-03-2015,16.7,17.5,16.5,16.6,2.84M,0.91%
30-03-2015,16.7,16.95,16.5,16.7,5.05M,0.60%
31-03-2015,16.85,17.4,16.8,17.05,6.06M,2.10%
01-04-2015,17.2,17.4,16.8,17,23.45M,-0.29%
02-04-2015,17,17.05,15.85,16.6,10.23M,-2.35%
07-04-2015,16.6,16.6,15.75,15.9,25.35M,-4.22%
08-04-2015,15.9,16.2,15.85,15.95,20.21M,0.31%
09-04-2015,16.4,16.5,16.15,16.35,16.65M,2.51%
10-04-2015,16.35,16.35,15.75,15.9,30.23M,-2.75%
