Date,Open,High,Low,Close,Vol.,Change %
18-01-2018,29.5,29.5,29,29.25,9.39M,0.86%
19-01-2018,29.25,29.75,29.25,29.5,6.59M,0.85%
22-01-2018,29.5,29.75,29,29.25,8.83M,-0.85%
23-01-2018,29.5,29.75,29.25,29.5,16.96M,0.85%
24-01-2018,29.5,29.75,29.5,29.5,6.56M,0.00%
25-01-2018,29.5,30,29.5,29.75,6.59M,0.85%
26-01-2018,29.5,30.5,29.5,30,26.17M,0.84%
29-01-2018,29.75,30,29.5,29.75,3.95M,-0.83%
30-01-2018,30,30,29.25,29.75,18.00M,0.00%
31-01-2018,29.75,30,29.5,29.5,8.89M,-0.84%
01-02-2018,29.75,30,29.5,29.75,6.15M,0.85%
02-02-2018,30,30.25,29.75,29.75,3.03M,0.00%
05-02-2018,29.75,30,29.75,29.75,4.09M,0.00%
06-02-2018,29.75,30,28.75,29.5,42.11M,-0.84%
07-02-2018,29.25,29.25,28,28.5,20.68M,-3.39%
08-02-2018,28.5,29.5,28.5,29.25,14.17M,2.63%
09-02-2018,29.5,29.5,29,29,12.83M,-0.85%
12-02-2018,30,30,28,28.25,1.50M,-2.59%
13-02-2018,28.5,29,28.25,28.5,6.86M,0.88%
14-02-2018,28.75,29,28.75,28.75,3.09M,0.88%
15-02-2018,28.75,29.25,28.75,28.75,2.71M,0.00%
16-02-2018,29,29.75,29,29.25,4.73M,1.74%
19-02-2018,30,30,29.25,29.25,4.49M,0.00%
20-02-2018,29.5,30.5,29.25,29.75,8.75M,1.71%
21-02-2018,30,30.25,29,29.75,15.11M,0.00%
22-02-2018,29.5,30,29.5,29.5,6.16M,-0.84%
23-02-2018,29.5,30,29.25,29.5,5.00M,0.00%
26-02-2018,29.5,29.75,29.25,29.5,14.51M,0.00%
27-02-2018,29.5,30,29.25,29.5,7.39M,0.00%
28-02-2018,29.75,30,29.5,29.75,10.94M,0.85%
01-03-2018,29.5,30,29.25,29.5,15.25M,-0.84%
02-03-2018,30.5,30.5,29,29.25,6.13M,-0.85%
05-03-2018,29.75,29.75,29,29.25,4.36M,0.00%
06-03-2018,29.25,29.75,29.25,29.25,7.54M,0.00%
07-03-2018,29.25,29.75,29.25,29.5,5.83M,0.85%
08-03-2018,29.5,29.75,29.25,29.5,10.43M,0.00%
09-03-2018,29.5,29.75,29,29.25,18.67M,-0.85%
12-03-2018,29.5,29.75,29.25,29.25,6.15M,0.00%
13-03-2018,29.5,30,29.5,29.75,4.67M,1.71%
14-03-2018,29.75,30,29.5,29.75,5.99M,0.00%
15-03-2018,30,30,29.5,29.5,9.96M,-0.84%
16-03-2018,29.5,29.75,29.5,29.5,4.08M,0.00%
19-03-2018,30,30.75,29.5,30,11.06M,1.69%
20-03-2018,30.5,31.25,30.5,30.75,5.72M,2.50%
21-03-2018,31,31.75,31,31.25,17.99M,1.63%
22-03-2018,31,32.25,31,31.75,13.48M,1.60%
23-03-2018,32,32.25,31.75,31.75,8.33M,0.00%
26-03-2018,31.75,31.75,31.25,31.5,4.33M,-0.79%
27-03-2018,31.5,31.75,31,31.25,4.72M,-0.79%
28-03-2018,31,31.25,30.5,30.75,4.35M,-1.60%
29-03-2018,31,31.5,30.5,31,11.68M,0.81%
03-04-2018,31,31.75,31,31.25,9.28M,0.81%
04-04-2018,31.75,32.75,31.25,32,13.50M,2.40%
05-04-2018,32.5,33.5,32.5,32.75,8.42M,2.34%
06-04-2018,32.75,33,32,32.25,5.83M,-1.53%
09-04-2018,32.25,32.25,31.5,31.75,1.95M,-1.55%
10-04-2018,31.75,32.25,31.75,31.75,2.14M,0.00%
11-04-2018,31.75,32.5,31.75,32,6.11M,0.79%
12-04-2018,32,32,31.25,31.5,4.50M,-1.56%
13-04-2018,32,32,31,31,2.96M,-1.59%
16-04-2018,31.25,31.25,30.25,30.5,117.24M,-1.61%
17-04-2018,30.5,30.5,29.5,29.75,11.81M,-2.46%
18-04-2018,29.75,30,29.25,29.5,20.43M,-0.84%
19-04-2018,29.5,29.75,29,29.25,22.80M,-0.85%
20-04-2018,29.25,29.5,28.75,29,15.32M,-0.85%
23-04-2018,29,29.75,28.25,28.5,12.82M,-1.72%
24-04-2018,28.5,29,28,28.25,17.26M,-0.88%
25-04-2018,28.75,29,28.25,28.5,22.79M,0.88%
26-04-2018,28.75,28.75,28,28.25,11.00M,-0.88%
27-04-2018,28.5,28.5,28.25,28.25,8.87M,0.00%
30-04-2018,28.5,28.5,28.25,28.25,9.96M,0.00%
02-05-2018,28.25,28.25,27,27.25,18.33M,-3.54%
03-05-2018,27.5,27.75,26.75,27,27.10M,-0.92%
04-05-2018,28,29,28,28.5,37.79M,5.56%
07-05-2018,28.5,29,28.25,28.5,16.08M,0.00%
08-05-2018,28.5,28.5,28.25,28.25,9.46M,-0.88%
09-05-2018,28.5,29.5,28.5,29,17.88M,2.65%
10-05-2018,29,29.25,27.75,28,14.07M,-3.45%
11-05-2018,28,28,27.5,27.75,6.72M,-0.89%
14-05-2018,27.75,28,27,27.25,6.00M,-1.80%
15-05-2018,27.5,28.25,27,27.25,22.98M,0.00%
16-05-2018,28.25,29.25,28,28.5,5.02M,4.59%
17-05-2018,29,29.5,28.75,29,6.49M,1.75%
18-05-2018,29,29.5,29,29.25,6.65M,0.86%
21-05-2018,29.25,29.25,29,29,10.01M,-0.85%
22-05-2018,29,29.75,29,29.25,7.75M,0.86%
23-05-2018,29.25,29.5,29,29,2.71M,-0.85%
24-05-2018,29.25,29.5,29,29,7.64M,0.00%
25-05-2018,29,29.25,28.5,29,8.86M,0.00%
28-05-2018,29,29,28,28.75,2.10M,-0.86%
29-05-2018,29,29,28.25,28.5,4.28M,-0.87%
30-05-2018,28.5,28.5,28,28.25,7.65M,-0.88%
31-05-2018,28.75,28.75,28.25,28.25,10.67M,0.00%
04-06-2018,28.25,29,28.25,28.5,12.15M,0.88%
05-06-2018,28.5,29.25,28.5,28.75,2.35M,0.88%
06-06-2018,28.75,30,28.75,29.5,16.56M,2.61%
07-06-2018,29.75,29.75,29,29.5,6.31M,0.00%
08-06-2018,29.75,29.75,29.25,29.5,1.69M,0.00%
11-06-2018,29.75,30.5,29.5,30,4.15M,1.69%
12-06-2018,30,30.5,30,30,13.45M,0.00%
13-06-2018,30,30.5,30,30,7.29M,0.00%
14-06-2018,30,30.25,29.75,30,22.89M,0.00%
18-06-2018,30,30.25,29.5,29.75,2.12M,-0.83%
19-06-2018,29.75,29.75,27.75,28.25,5.66M,-5.04%
20-06-2018,28.5,28.5,27.25,27.25,16.08M,-3.54%
21-06-2018,27.25,27.75,27.25,27.25,11.72M,0.00%
22-06-2018,28.75,28.75,27.25,28.25,13.92M,3.67%
25-06-2018,28.5,29,28.25,28.5,2.72M,0.88%
26-06-2018,28.5,29.5,28.5,29,17.60M,1.75%
27-06-2018,29.25,30,28.75,29.5,16.54M,1.72%
28-06-2018,29.75,30,29.25,29.75,22.49M,0.85%
29-06-2018,29.75,30,29.25,29.5,10.56M,-0.84%
02-07-2018,29.5,29.75,28.75,29,9.57M,-1.69%
03-07-2018,28.75,28.75,27.75,28,3.75M,-3.45%
04-07-2018,29,29.25,28,28.5,2.89M,1.79%
05-07-2018,28.5,29.25,28.5,29,5.41M,1.75%
06-07-2018,28.75,29.25,28.75,28.75,2.04M,-0.86%
09-07-2018,29,29.25,28.75,29,2.00M,0.87%
10-07-2018,29,29.25,29,29,5.69M,0.00%
11-07-2018,29,29,28.25,28.5,5.13M,-1.72%
12-07-2018,28.5,29,28.5,28.5,3.34M,0.00%
13-07-2018,28.75,28.75,28.25,28.25,4.69M,-0.88%
16-07-2018,28.75,28.75,28,28.25,10.49M,0.00%
17-07-2018,28.25,29.25,28.25,28.75,3.96M,1.77%
18-07-2018,29.25,29.75,29,29,2.22M,0.87%
19-07-2018,29.75,29.75,28.75,29.25,10.04M,0.86%
20-07-2018,29.25,29.25,28.25,28.5,3.54M,-2.56%
23-07-2018,28.5,29,28.25,28.5,656.50K,0.00%
24-07-2018,28.5,29,28.5,28.5,748.10K,0.00%
25-07-2018,28.75,29,28.5,28.75,5.93M,0.88%
26-07-2018,29,29,28.5,28.5,4.90M,-0.87%
27-07-2018,28.5,29,28.5,28.5,3.33M,0.00%
30-07-2018,28.75,28.75,28.25,28.5,11.46M,0.00%
31-07-2018,28.5,28.5,27.75,28,2.68M,-1.75%
01-08-2018,28.25,28.5,27.75,27.75,4.55M,-0.89%
02-08-2018,28,28.5,28,28,18.66M,0.90%
03-08-2018,28,28.25,28,28,5.93M,0.00%
06-08-2018,28.25,28.25,28,28,1.40M,0.00%
07-08-2018,28,28.25,28,28,5.17M,0.00%
08-08-2018,28.25,29.5,28.25,28.75,6.59M,2.68%
09-08-2018,29,29.25,28.25,28.75,3.04M,0.00%
10-08-2018,29,29,28.25,28.25,4.95M,-1.74%
13-08-2018,28.5,29,28.5,28.5,2.02M,0.88%
14-08-2018,28.5,29,28.5,28.75,7.53M,0.88%
15-08-2018,28.75,29.25,28.75,29,8.72M,0.87%
16-08-2018,29,29,28.75,28.75,6.70M,-0.86%
17-08-2018,28.75,29.5,28.75,29,961.20K,0.87%
20-08-2018,29,29.5,29,29,7.50M,0.00%
22-08-2018,29,29.5,29,29,6.42M,0.00%
23-08-2018,29,29.25,29,29,3.05M,0.00%
24-08-2018,29,29.25,29,29,2.50M,0.00%
27-08-2018,29,29.5,29,29,1.65M,0.00%
28-08-2018,29.25,30.5,29,29.75,4.93M,2.59%
29-08-2018,29.75,30.25,29.75,29.75,1.96M,0.00%
30-08-2018,30,30,29.5,29.5,2.73M,-0.84%
31-08-2018,29.75,29.75,28,28.25,9.08M,-4.24%
03-09-2018,28,28,27,27.75,1.73M,-1.77%
04-09-2018,27.75,29,27.75,28.25,5.22M,1.80%
05-09-2018,28.5,28.5,27.5,27.75,5.44M,-1.77%
06-09-2018,28.25,28.25,27.5,27.75,4.17M,0.00%
07-09-2018,28,28,27.25,27.5,6.80M,-0.90%
10-09-2018,27.75,27.75,27.25,27.25,773.10K,-0.91%
11-09-2018,27.25,27.75,27,27,2.36M,-0.92%
12-09-2018,27,27.25,26.75,27,6.19M,0.00%
13-09-2018,27,27.25,25.75,26.25,12.51M,-2.78%
14-09-2018,26.25,26.75,26.25,26.5,9.14M,0.95%
17-09-2018,26.5,26.75,26.25,26.5,5.17M,0.00%
18-09-2018,26.5,27.25,26.5,26.75,7.27M,0.94%
19-09-2018,27,27.25,25.75,26.5,9.36M,-0.93%
20-09-2018,25.5,25.75,24.5,24.75,9.36M,-6.60%
21-09-2018,25,25.25,23.75,24,19.41M,-3.03%
24-09-2018,24.5,26,24.5,25,23.27M,4.17%
25-09-2018,25,25.25,24.75,24.75,7.50M,-1.00%
26-09-2018,25,25,24.5,24.75,2.70M,0.00%
27-09-2018,24.75,25,24.5,24.75,14.90M,0.00%
28-09-2018,25,25,24,24.5,5.98M,-1.01%
01-10-2018,24.5,25,24,24,2.90M,-2.04%
02-10-2018,24,24.75,24,24.25,13.93M,1.04%
03-10-2018,24.5,24.5,24.25,24.25,5.16M,0.00%
04-10-2018,24.25,24.75,24.25,24.5,21.58M,1.03%
05-10-2018,24.5,25,24.5,24.75,12.41M,1.02%
08-10-2018,24.75,25,24.5,24.5,4.29M,-1.01%
09-10-2018,24.75,25,24.25,24.5,3.53M,0.00%
11-10-2018,25,25,23.5,24,7.96M,-2.04%
12-10-2018,24,24,22.75,23,7.61M,-4.17%
15-10-2018,23,23.5,21.75,22.25,8.48M,-3.26%
16-10-2018,23,24,22.5,23.5,13.37M,5.62%
17-10-2018,23.75,24.25,23.75,23.75,4.37M,1.06%
18-10-2018,23.75,24.25,23,23.5,12.33M,-1.05%
19-10-2018,23.5,23.75,23,23.75,14.03M,1.06%
22-10-2018,23.75,24.5,23.5,23.75,6.41M,0.00%
23-10-2018,24,24,23.25,23.75,4.29M,0.00%
24-10-2018,23.75,23.75,23.25,23.5,3.62M,-1.05%
25-10-2018,23.75,23.75,23.25,23.5,9.83M,0.00%
26-10-2018,23.75,23.75,23.5,23.5,6.97M,0.00%
29-10-2018,23.5,24,23.5,23.5,9.43M,0.00%
30-10-2018,23.75,24,23.25,23.5,22.06M,0.00%
31-10-2018,24,24,23.25,23.25,4.66M,-1.06%
01-11-2018,23.75,23.75,23,23.5,47.50M,1.08%
02-11-2018,23.75,25,23.75,24.5,4.15M,4.26%
05-11-2018,24.5,24.5,23,23.75,4.71M,-3.06%
06-11-2018,23.5,24,22.5,22.5,5.45M,-5.26%
07-11-2018,23,23.5,22.5,22.75,8.63M,1.11%
08-11-2018,23.25,23.75,23.25,23.25,9.48M,2.20%
09-11-2018,23.75,24.75,23.5,24.25,10.31M,4.30%
12-11-2018,24,24.5,23.75,24.25,10.30M,0.00%
13-11-2018,24.25,24.5,24,24.25,12.01M,0.00%
14-11-2018,24.5,24.5,23.75,24,8.87M,-1.03%
15-11-2018,24,24,23.5,23.75,15.07M,-1.04%
16-11-2018,24,24.25,23.5,23.75,7.08M,0.00%
19-11-2018,23.75,24,23.5,23.5,2.17M,-1.05%
20-11-2018,23.75,24,23.5,23.5,4.66M,0.00%
21-11-2018,23.5,24,23.5,23.75,7.00M,1.06%
22-11-2018,23.75,24,23.75,23.75,683.00K,0.00%
23-11-2018,24,24,23.75,23.75,2.45M,0.00%
26-11-2018,23.75,24,23.6,23.8,10.79M,0.21%
27-11-2018,24,24,23.75,23.8,27.43M,0.00%
28-11-2018,24,24,23.75,23.8,16.75M,0.00%
29-11-2018,24,24,23.5,23.75,10.76M,-0.21%
30-11-2018,23.75,23.85,23.65,23.75,15.24M,0.00%
03-12-2018,23.75,23.8,23.55,23.75,2.72M,0.00%
04-12-2018,23.75,23.75,23.5,23.6,3.49M,-0.63%
05-12-2018,23.5,23.75,23.5,23.65,1.77M,0.21%
06-12-2018,23.5,23.6,23.3,23.4,4.44M,-1.06%
07-12-2018,23.4,23.4,22.8,23,12.99M,-1.71%
10-12-2018,23,23,22.6,22.65,13.20M,-1.52%
11-12-2018,23,23,21.9,22.05,21.14M,-2.65%
13-12-2018,23,23,21.9,22.15,22.20M,0.45%
14-12-2018,22.25,23.25,22.25,22.9,29.99M,3.39%
17-12-2018,22.95,23.25,22.5,23,6.18M,0.44%
18-12-2018,23,23.1,22.8,23,17.10M,0.00%
19-12-2018,23,23.05,22.5,22.9,8.36M,-0.43%
20-12-2018,22.9,22.9,22.35,22.45,19.30M,-1.97%
21-12-2018,22.3,23.25,22.2,22.3,5.64M,-0.67%
24-12-2018,22.55,23.5,22.5,22.6,730.10K,1.35%
27-12-2018,23,23,22.55,22.6,1.78M,0.00%
28-12-2018,23,23,22.8,22.85,1.27M,1.11%
31-12-2018,22.8,22.8,22.1,22.2,3.68M,-2.84%
02-01-2019,23,23,22.2,22.25,1.78M,0.23%
03-01-2019,22.25,22.5,21.8,22.15,12.26M,-0.45%
04-01-2019,22,22,21,21.3,2.21M,-3.84%
07-01-2019,21.3,21.8,21.3,21.45,6.28M,0.70%
08-01-2019,21.8,22.2,21.5,22,1.53M,2.56%
09-01-2019,22.2,22.75,22.15,22.3,21.76M,1.36%
10-01-2019,22.4,24,22.4,23,24.91M,3.14%
11-01-2019,23,23.75,22.8,23.4,4.88M,1.74%
14-01-2019,23.6,23.65,23.25,23.5,22.01M,0.43%
15-01-2019,23.5,23.8,23.5,23.5,21.63M,0.00%
16-01-2019,23.8,24.3,23.7,23.8,14.06M,1.28%
17-01-2019,23.9,24,23.55,23.75,5.58M,-0.21%
18-01-2019,23.75,23.95,23.5,23.7,28.01M,-0.21%
21-01-2019,23.7,23.7,23.05,23.5,20.87M,-0.84%
22-01-2019,23.5,23.5,23.05,23.3,3.85M,-0.85%
23-01-2019,23.3,23.45,23.05,23.25,2.77M,-0.21%
24-01-2019,23.2,23.4,23.05,23.2,4.05M,-0.22%
25-01-2019,23.45,23.65,23.15,23.45,14.28M,1.08%
28-01-2019,23.5,23.75,23.35,23.45,23.04M,0.00%
29-01-2019,23.5,23.6,23.05,23.45,7.80M,0.00%
30-01-2019,23.5,24,23.4,23.7,12.47M,1.07%
31-01-2019,23.6,24.5,23.6,23.85,61.10M,0.63%
01-02-2019,24,25.6,24,25.5,14.81M,6.92%
04-02-2019,25.5,26.25,25.5,26,10.61M,1.96%
05-02-2019,26.15,27,26.1,26.5,20.16M,1.92%
06-02-2019,26.55,27.2,26.5,26.9,19.64M,1.51%
07-02-2019,27,27.1,26.9,27.05,12.46M,0.56%
08-02-2019,27,27,26.5,26.85,22.91M,-0.74%
11-02-2019,26.85,26.95,26.5,26.8,12.20M,-0.19%
12-02-2019,27,27,26.8,26.9,7.06M,0.37%
13-02-2019,26.9,27,26.05,26.9,5.82M,0.00%
14-02-2019,26.85,26.85,25.95,26.45,12.16M,-1.67%
15-02-2019,27,27,26,26.1,1.61M,-1.32%
18-02-2019,26,26.9,25.9,26.05,10.59M,-0.19%
19-02-2019,26.1,26.5,26,26.15,2.41M,0.38%
20-02-2019,26.05,26.5,26.05,26.15,2.63M,0.00%
21-02-2019,26.1,26.15,26,26,9.92M,-0.57%
22-02-2019,26.05,26.2,26,26.05,5.42M,0.19%
25-02-2019,26.15,26.7,26.15,26.5,4.93M,1.73%
26-02-2019,26.5,26.65,26.3,26.6,3.38M,0.38%
27-02-2019,26.6,26.7,26.3,26.55,4.05M,-0.19%
28-02-2019,26.5,26.5,25.95,26,13.90M,-2.07%
01-03-2019,26,26.5,26,26.1,9.11M,0.38%
04-03-2019,26.5,26.55,26.05,26.45,3.35M,1.34%
05-03-2019,26.5,26.55,26.3,26.5,4.23M,0.19%
06-03-2019,26.55,26.75,26.4,26.6,5.45M,0.38%
07-03-2019,26.6,27,26.6,26.8,2.96M,0.75%
08-03-2019,26.9,27.45,26.8,27,16.00M,0.75%
11-03-2019,27,27,26.75,26.9,2.08M,-0.37%
12-03-2019,27,27,26.7,26.9,4.07M,0.00%
13-03-2019,26.85,27,26.5,26.75,13.64M,-0.56%
14-03-2019,27,27.1,26.75,27,7.63M,0.93%
15-03-2019,27,28.1,26.8,27.75,9.91M,2.78%
18-03-2019,27.6,28.75,27.5,28.5,12.84M,2.70%
19-03-2019,28.5,28.5,27.6,28,19.00M,-1.75%
20-03-2019,28,28.75,28,28.55,3.77M,1.96%
21-03-2019,30,30,28.3,28.65,7.73M,0.35%
22-03-2019,28.65,28.65,28,28.15,6.94M,-1.75%
25-03-2019,28.15,28.2,27.5,27.95,22.98M,-0.71%
26-03-2019,27.95,27.95,27.2,27.6,17.53M,-1.25%
27-03-2019,27.5,27.75,26.95,27.25,8.52M,-1.27%
28-03-2019,27,27.25,27,27.1,1.94M,-0.55%
29-03-2019,27,27.7,27,27.55,5.20M,1.66%
01-04-2019,27.7,28.1,27.6,27.9,8.47M,1.27%
02-04-2019,28,28.5,28,28.1,12.06M,0.72%
03-04-2019,28,28.2,28,28.1,2.48M,0.00%
04-04-2019,28.15,28.2,28,28.05,3.20M,-0.18%
05-04-2019,28,28.1,27.65,28,11.07M,-0.18%
08-04-2019,27.85,28,27.65,28,15.72M,0.00%
09-04-2019,28,28,27.6,27.85,10.03M,-0.54%
10-04-2019,27.9,28,27.65,27.75,10.07M,-0.36%
11-04-2019,27.8,27.8,27.6,27.7,3.31M,-0.18%
12-04-2019,27.75,27.75,27.05,27.5,6.69M,-0.72%
15-04-2019,27.2,27.5,27.05,27.3,1.27M,-0.73%
16-04-2019,27.3,27.75,27.3,27.5,7.26M,0.73%
17-04-2019,27.6,28,27.6,27.85,2.21M,1.27%
18-04-2019,27.8,28,27.65,27.85,1.77M,0.00%
23-04-2019,28,28,27.65,27.95,4.29M,0.36%
24-04-2019,27.85,28.1,27.85,28,8.05M,0.18%
25-04-2019,28,28.1,27.9,27.95,14.34M,-0.18%
26-04-2019,27.85,28,27.85,27.95,2.88M,0.00%
29-04-2019,28.5,28.5,27.85,28,3.26M,0.18%
30-04-2019,28.2,28.6,28.1,28.15,2.69M,0.54%
02-05-2019,28.25,30,28.25,29.55,7.89M,4.97%
03-05-2019,29.8,30,28.35,29.25,4.96M,-1.02%
06-05-2019,29,29,28.5,28.65,2.75M,-2.05%
07-05-2019,29.5,29.5,28.2,28.6,4.35M,-0.17%
08-05-2019,29,29,28,28.15,3.40M,-1.57%
09-05-2019,28.3,28.3,27.8,27.95,5.29M,-0.71%
10-05-2019,27.9,27.9,27.2,27.45,3.58M,-1.79%
13-05-2019,28,28,27,27.2,8.46M,-0.91%
14-05-2019,27.2,27.2,26.1,26.4,8.46M,-2.94%
15-05-2019,27.2,27.2,26.35,26.7,9.71M,1.14%
16-05-2019,26.7,26.7,26.05,26.25,6.43M,-1.69%
17-05-2019,26.2,26.6,26.05,26.15,12.30M,-0.38%
20-05-2019,26.05,26.5,26.05,26.2,5.78M,0.19%
21-05-2019,26.25,26.5,26,26.35,8.35M,0.57%
22-05-2019,26.05,27,26.05,26.1,13.51M,-0.95%
23-05-2019,26.15,26.25,26.05,26.15,640.20K,0.19%
24-05-2019,26.3,27,26.2,26.45,12.18M,1.15%
27-05-2019,26.5,27,26.5,26.8,889.20K,1.32%
28-05-2019,26.95,28.65,26.9,28.35,28.20M,5.78%
29-05-2019,28.1,28.3,27.8,28,17.19M,-1.23%
30-05-2019,27.8,27.8,27.4,27.65,11.92M,-1.25%
31-05-2019,27.65,27.65,27,27.45,7.50M,-0.72%
03-06-2019,27.4,27.8,27.4,27.65,1.89M,0.73%
04-06-2019,27.65,27.8,27.6,27.7,6.88M,0.18%
06-06-2019,27.7,28,27.65,27.7,8.48M,0.00%
07-06-2019,27.9,27.9,27.1,27.4,1.78M,-1.08%
10-06-2019,27.1,27.6,27.05,27.45,1.33M,0.18%
11-06-2019,27.5,27.7,27.2,27.55,1.71M,0.36%
12-06-2019,27.6,27.65,27.3,27.5,22.67M,-0.18%
13-06-2019,27.5,27.7,27.1,27.35,22.56M,-0.55%
14-06-2019,27.5,27.5,27.05,27.2,5.30M,-0.55%
